Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_emb,matbench_phonons,1,64,51.34207931440672,4.140835414083854,13.265984152154134,12.935779052966545,12.682613093619489,-0.007049870339722957,-0.016758747722440306,37.759864807128906
MEGNet,megnet_emb,matbench_phonons,2,64,51.18936716443878,4.146229991317996,13.094766825965754,12.760979917067413,12.516230098237445,-0.009055716325486574,-0.004855094925400231,31.927976608276367
MEGNet,megnet_emb,matbench_phonons,3,64,51.308077583626094,4.143470177042132,13.244792281592627,12.861101626023142,12.788140352196756,-0.04436401721349207,-0.06600138692794563,34.34384536743164
MEGNet,megnet_emb,matbench_phonons,4,64,52.21423625995787,4.149152878488506,13.267219751936446,12.95869128035696,12.56135564812712,-0.013727789302787048,-0.0016514227756893327,32.41223907470703
MEGNet,megnet_emb,matbench_dielectric,0,64,55.55154434172151,4.146492985364195,16.60299091113074,16.15742194264456,16.044958047671408,0.012947902172770188,0.002255587152403306,0.2270934581756591
MEGNet,megnet_emb,matbench_dielectric,1,64,54.91605698620153,4.15045332592781,16.528093020650484,16.13477055678782,15.73899004314351,-0.014670532634380857,-0.03990036780064312,0.3171967566013336
MEGNet,megnet_emb,matbench_dielectric,2,64,55.25777648263799,4.147837933433633,16.64084715126805,16.139428041855645,15.878277852244862,-0.009291793782125093,-0.016317975229118317,0.4486435949802398
MEGNet,megnet_emb,matbench_dielectric,3,64,55.188756715966576,4.148744098012886,16.623255771752223,16.25660688800154,16.02753874722047,-0.01790777551792463,0.005096514304394526,0.3516570627689361
MEGNet,megnet_emb,matbench_dielectric,4,64,54.841010179253985,4.148319657603225,16.481880645826912,16.10326214775019,15.735028284567582,-0.003560405963679989,-0.02203490144873894,0.3549110293388366
MEGNet,megnet_emb,matbench_log_gvrh,0,64,56.223925631218094,4.148932604325566,17.358193963695694,16.89842412271882,16.806694938121115,0.025876539231089447,0.009795320677386614,0.1071253195405006
MEGNet,megnet_emb,matbench_log_gvrh,1,64,55.73955794897114,4.146473727248425,17.393582847128215,16.93737946060933,16.845773137741528,0.019592824027413826,-0.012246738025142232,0.1089772880077362
MEGNet,megnet_emb,matbench_log_gvrh,2,64,56.07213430348207,4.148362272326812,17.360238588764005,16.856441181145964,16.8213375430988,-0.03655220592186576,-0.05762727475837061,0.1044723689556121
MEGNet,megnet_emb,matbench_log_gvrh,3,64,56.42612718621707,4.148497220832191,17.41118129375853,16.918725788923503,16.680879475886123,0.03795335973348419,-0.023163789562974876,0.1067263409495353
MEGNet,megnet_emb,matbench_log_gvrh,4,64,56.05595463954827,4.147015319760843,17.365395471082117,16.90835549102368,16.806345523625673,0.021643104105914635,-0.0076008500264236655,0.1110226064920425
MEGNet,megnet_emb,matbench_log_kvrh,0,64,55.814296727187084,4.1444869946927945,17.421341272681627,16.853739872422068,16.78760305149044,0.011343110134273119,-0.0071084718375865105,0.0705998092889785
MEGNet,megnet_emb,matbench_log_kvrh,1,64,56.54285435950399,4.148102166040118,17.395442772723264,17.006003758983294,16.75049728075058,0.039520805454661315,-0.01694177044276502,0.0747167468070983
MEGNet,megnet_emb,matbench_log_kvrh,2,64,56.21958642919448,4.150534868322367,17.45394486293475,16.992204550710728,16.876155207909097,-0.0007742197514881519,-0.025109486627951344,0.0720055177807807
