Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Inverse_Squared_Distance,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,QCI,MAE
MEGNet,megnet_emb,matbench_mp_e_form,4,32,30.150114206977275,3.453662790544373,0.01081458403353631,42.01859036812447,39.59281575894182,31.817378074647586,0.09859098066131051,0.02706343820781881,0.9722009114249371,0.0368960164487361
MEGNet,megnet_emb,matbench_jdft2d,0,64,54.656058749698616,4.143789000971652,0.005246170630074022,38.21466974702637,37.56439556183802,32.52656085599238,-0.005120391265234907,0.0013869531181299301,1.0835136847968778,40.70787811279297
MEGNet,megnet_emb,matbench_jdft2d,1,64,54.68742270114504,4.145213652269886,0.005227103706824855,37.74476014476236,37.181609502164406,29.750990480865603,0.024226811446647505,0.009732827996184837,0.8915527310621326,55.52278518676758
MEGNet,megnet_emb,matbench_jdft2d,2,64,54.385906413173394,4.145777260029557,0.00528922623956917,37.696679284301815,37.064891523093834,32.86490963931859,0.006232611124498872,-0.003741902329469629,0.7704617514005473,77.83573913574219
MEGNet,megnet_emb,matbench_jdft2d,3,64,53.63403622323866,4.148370199317368,0.005022232334290329,37.26177979080933,36.364596992616534,30.75431668633341,-0.011065631534892552,-0.028781231171387277,1.0547575642747213,40.84873962402344
MEGNet,megnet_emb,matbench_jdft2d,4,64,54.50962488049506,4.147751931936851,0.005359378466947129,38.23382557225276,37.6273130935781,33.2146613716018,0.005391182132484646,-0.007723588370428245,1.046908718588769,52.99245071411133
MEGNet,megnet_emb,matbench_phonons,0,64,51.451246349577744,4.146806603170853,0.0052295366895110775,31.180795010601486,30.798891842234134,27.090210936304953,-0.029016221051193104,-0.03316955547570146,1.6523177533140443,40.25823593139648
MEGNet,megnet_emb,matbench_phonons,1,64,51.342079314406696,4.140835414083854,0.0054205058027250105,31.709588746906913,31.307978424272015,25.81492220307971,-0.007049870339722957,-0.004855432062134585,0.9408481043906107,37.759864807128906
MEGNet,megnet_emb,matbench_phonons,2,64,51.18936716443876,4.146229991317996,0.00521040742704099,31.13369263266732,30.720758760278102,27.99232138854444,-0.009055716325486574,-0.011580618162969831,0.7688300026897619,31.927976608276367
MEGNet,megnet_emb,matbench_phonons,3,64,51.30807758362607,4.143470177042132,0.0053329758187770585,31.718993796379447,31.266157743442214,22.641912995670616,-0.04436401721349207,0.004688563074659171,1.6043633885331814,34.34384536743164
MEGNet,megnet_emb,matbench_phonons,4,64,52.21423625995787,4.149152878488506,0.0053744691685930195,31.666634264241537,31.2845829679303,27.841381297956097,-0.013727789302787048,-0.0005297776648617337,0.8045443314906143,32.41223907470703
MEGNet,megnet_emb,matbench_dielectric,0,64,55.55154434172151,4.146492985364195,0.005406740893906729,39.72206775956139,39.13725458790371,34.25681808924777,0.012947902172770188,-0.003300154329328499,0.760640768661249,0.2270934581756591
MEGNet,megnet_emb,matbench_dielectric,1,64,54.91605698620153,4.15045332592781,0.0052610621710125266,39.25675469320427,38.74185802450898,32.51640447610687,-0.014670532634380857,-0.008697329426147826,1.5049163133420043,0.3171967566013336
MEGNet,megnet_emb,matbench_dielectric,2,64,55.25777648263799,4.147837933433633,0.005274826742887521,39.70301505691692,39.07317773070198,33.81327586123528,-0.009291793782125093,0.009981054090460262,0.9975407021415045,0.4486435949802398
MEGNet,megnet_emb,matbench_dielectric,3,64,55.188756715966576,4.148744098012886,0.005384855748210427,39.72364250811464,39.27126181669421,32.77430273799736,-0.01790777551792463,-0.0011302393318519273,0.7649416631595042,0.3516570627689361
